#size: 780 23																						
# Age	Height (cm)	Weight (kg)	Total fat	Visceral fat	BMI	SF Body	SF Trunk	SF Arms	SF Legs	SM Body	SM Trunk	SM Arms	SM Legs	Shoulder R	Shoulder L	Rib	Waist	Thigh R	Thigh L	Flexion Angle (deg)	Extension (cm)	Force due to extension (N)
25	168	61.9	17.3	5.5	21.9	12.1	10.6	18.3	17.5	34.8	29	40.2	52	59	57	25	50	28	30	40	8.9	76
25	168	61.9	17.3	5.5	21.9	12.1	10.6	18.3	17.5	34.8	29	40.2	52	59	57	25	50	28	30	45	9.8	84
25	168	61.9	17.3	5.5	21.9	12.1	10.6	18.3	17.5	34.8	29	40.2	52	59	57	25	50	28	30	50	11	92
25	168	61.9	17.3	5.5	21.9	12.1	10.6	18.3	17.5	34.8	29	40.2	52	59	57	25	50	28	30	55	12	112
25	168	61.9	17.3	5.5	21.9	12.1	10.6	18.3	17.5	34.8	29	40.2	52	59	57	25	50	28	30	60	12.8	118
25	168	61.9	17.3	5.5	21.9	12.1	10.6	18.3	17.5	34.8	29	40.2	52	59	57	25	50	28	30	0	0	9.6
25	168	61.9	17.3	5.5	21.9	12.1	10.6	18.3	17.5	34.8	29	40.2	52	59	57	25	50	28	30	5	1.5	13
25	168	61.9	17.3	5.5	21.9	12.1	10.6	18.3	17.5	34.8	29	40.2	52	59	57	25	50	28	30	10	2.5	18
25	168	61.9	17.3	5.5	21.9	12.1	10.6	18.3	17.5	34.8	29	40.2	52	59	57	25	50	28	30	15	3.5	23.2
25	168	61.9	17.3	5.5	21.9	12.1	10.6	18.3	17.5	34.8	29	40.2	52	59	57	25	50	28	30	20	4.5	30
25	168	61.9	17.3	5.5	21.9	12.1	10.6	18.3	17.5	34.8	29	40.2	52	59	57	25	50	28	30	25	5.5	38.5
25	168	61.9	17.3	5.5	21.9	12.1	10.6	18.3	17.5	34.8	29	40.2	52	59	57	25	50	28	30	30	6.5	47.2
25	168	61.9	17.3	5.5	21.9	12.1	10.6	18.3	17.5	34.8	29	40.2	52	59	57	25	50	28	30	35	7.7	58.5
25	168	61.9	17.3	5.5	21.9	12.1	10.6	18.3	17.5	34.8	29	40.2	52	59	57	25	50	28	30	40	8.9	71
25	168	61.9	17.3	5.5	21.9	12.1	10.6	18.3	17.5	34.8	29	40.2	52	59	57	25	50	28	30	45	9.8	86
25	168	61.9	17.3	5.5	21.9	12.1	10.6	18.3	17.5	34.8	29	40.2	52	59	57	25	50	28	30	50	11	97
25	168	61.9	17.3	5.5	21.9	12.1	10.6	18.3	17.5	34.8	29	40.2	52	59	57	25	50	28	30	55	12	104
25	168	61.9	17.3	5.5	21.9	12.1	10.6	18.3	17.5	34.8	29	40.2	52	59	57	25	50	28	30	60	12.8	122
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	0	0	15
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	5	1.25	22
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	10	4.5	29
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	15	6	39
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	20	7.25	48
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	25	8.25	56
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	30	9	78
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	35	10	86
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	40	11	92
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	45	12	118
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	50	13	134
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	55	13.75	155
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	60	14.75	171
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	0	0	14
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	5	1.25	18
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	10	4.5	28
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	15	6	37
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	20	7.25	49
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	25	8.25	57
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	30	9	68
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	35	10	81
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	40	11	100
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	45	12	120
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	50	13	136
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	55	13.75	155
29	175	63.5	17.1	4.5	20.7	11.8	10.1	17.8	17	35.3	29.4	41	52.2	56	56	30	52	24	28	60	14.75	171
